	index	score	token	token_str	sentence	model	dimension	rsv
9	9	0.014184335246682167	87847	fantasma	este es el chico, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	20
10	10	0.013343306258320808	91914	loco	este es el chico, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	19
11	11	0.013290252536535263	13672	yo	este es el chico, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	18
12	12	0.01188827957957983	26508	pintor	este es el chico, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	17
13	13	0.011843896470963955	52853	Judas	este es el chico, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	16
14	14	0.010648461990058422	35485	letras	este es el chico, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	15
15	15	0.010532462038099766	73738	dios	este es el chico, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	14
16	16	0.010434777475893497	14391	autor	este es el chico, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	13
17	17	0.009529812261462212	16169	ellos	este es el chico, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	12
18	18	0.00946103036403656	13675	tal	este es el chico, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	11
19	19	0.008956516161561012	14370	él	este es el chico, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	10
20	20	0.008179142139852047	12439	obra	este es el chico, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	9
21	21	0.00808036420494318	79315	leyenda	este es el chico, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	8
22	22	0.007498870138078928	17708	figura	este es el chico, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	7
23	23	0.007359830662608147	68538	identidad	este es el chico, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	6
24	24	0.007117562461644411	43951	santo	este es el chico, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	5
25	25	0.006727073807269335	93661	lema	este es el chico, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	4
26	26	0.006644764449447393	39175	mito	este es el chico, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	3
27	27	0.00598534382879734	17124	artista	este es el chico, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	2
28	28	0.0059639932587742805	52077	muerto	este es el chico, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	1
0	0	0.15714208781719208	27034	hermano	este es mi padre, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	29
1	1	0.053927261382341385	18961	rey	este es mi padre, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	28
2	2	0.02618737518787384	18391	poeta	este es mi padre, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	27
3	3	0.02048567309975624	24151	hombre	este es mi padre, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	26
4	4	0.01943904720246792	27989	amigo	este es mi padre, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	25
5	5	0.015320830047130585	14370	él	este es mi padre, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	24
6	6	0.013297822326421738	13672	yo	este es mi padre, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	23
7	7	0.012051046825945377	35894	letra	este es mi padre, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	22
8	8	0.012012590654194355	14391	autor	este es mi padre, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	21
9	9	0.010546520352363586	79315	leyenda	este es mi padre, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	20
10	10	0.010414179414510727	36281	poema	este es mi padre, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	19
11	11	0.010190058499574661	73738	dios	este es mi padre, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	18
12	12	0.010107587091624737	87847	fantasma	este es mi padre, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	17
13	13	0.00981265027076006	52077	muerto	este es mi padre, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	16
14	14	0.00919074472039938	26508	pintor	este es mi padre, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	15
15	15	0.009078355506062508	16319	persona	este es mi padre, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	14
16	16	0.009032188914716244	18611	hijo	este es mi padre, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	13
17	17	0.008871215395629406	43951	santo	este es mi padre, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	12
18	18	0.008733121678233147	23698	follows	este es mi padre, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	11
19	19	0.008521403186023235	12439	obra	este es mi padre, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	10
20	20	0.008491254411637783	35485	letras	este es mi padre, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	9
21	21	0.007710143458098173	89729	nadie	este es mi padre, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	8
22	22	0.00714824628084898	39175	mito	este es mi padre, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	7
23	23	0.006872556172311306	11491	nombre	este es mi padre, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	6
24	24	0.005551655311137438	34056	destino	este es mi padre, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	5
25	25	0.005439011845737696	16169	ellos	este es mi padre, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	4
26	26	0.005385192111134529	15312	presente	este es mi padre, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	3
27	27	0.00526404706761241	45976	símbolo	este es mi padre, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	2
28	28	0.005086947698146105	18419	sí	este es mi padre, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	1
0	0	0.47349148988723755	27034	hermano	este es mi hermano, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	29
1	1	0.032365817576646805	18961	rey	este es mi hermano, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	28
2	2	0.027692189440131187	27989	amigo	este es mi hermano, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	27
3	3	0.015080109238624573	18391	poeta	este es mi hermano, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	26
4	4	0.010034244507551193	13672	yo	este es mi hermano, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	25
5	5	0.00897407066076994	14370	él	este es mi hermano, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	24
6	6	0.008529599756002426	24151	hombre	este es mi hermano, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	23
7	7	0.007071124389767647	89729	nadie	este es mi hermano, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	22
8	8	0.0064205871894955635	87847	fantasma	este es mi hermano, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	21
9	9	0.006181768141686916	16319	persona	este es mi hermano, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	20
10	10	0.005885538645088673	23698	follows	este es mi hermano, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	19
11	11	0.005881411489099264	14391	autor	este es mi hermano, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	18
12	12	0.005781254265457392	26508	pintor	este es mi hermano, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	17
13	13	0.00514866691082716	68538	identidad	este es mi hermano, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	16
14	14	0.005039973184466362	35894	letra	este es mi hermano, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	15
15	15	0.004982873797416687	52077	muerto	este es mi hermano, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	14
16	16	0.00462221447378397	79315	leyenda	este es mi hermano, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	13
17	17	0.004545214120298624	15312	presente	este es mi hermano, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	12
18	18	0.00409651780501008	36281	poema	este es mi hermano, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	11
19	19	0.00387420947663486	35485	letras	este es mi hermano, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	10
20	20	0.0038589932955801487	18611	hijo	este es mi hermano, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	9
21	21	0.0038372601848095655	40312	hermana	este es mi hermano, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	8
22	22	0.0036491411738097668	34056	destino	este es mi hermano, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	7
23	23	0.0034701055847108364	11491	nombre	este es mi hermano, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	6
24	24	0.003279701340943575	93661	lema	este es mi hermano, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	5
25	25	0.0032561265397816896	43951	santo	este es mi hermano, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	4
26	26	0.003247584216296673	16169	ellos	este es mi hermano, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	3
27	27	0.0032268641516566277	30607	fiel	este es mi hermano, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	2
28	28	0.0032038982026278973	73738	dios	este es mi hermano, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	1
0	0	0.13601142168045044	27034	hermano	este es mi abuelo, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	29
1	1	0.043982282280921936	18961	rey	este es mi abuelo, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	28
2	2	0.022455383092164993	18391	poeta	este es mi abuelo, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	27
3	3	0.020535143092274666	24151	hombre	este es mi abuelo, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	26
4	4	0.020458312705159187	23698	follows	este es mi abuelo, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	25
5	5	0.017115671187639236	27989	amigo	este es mi abuelo, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	24
6	6	0.016799693927168846	35894	letra	este es mi abuelo, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	23
7	7	0.013749844394624233	13672	yo	este es mi abuelo, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	22
8	8	0.013622918166220188	87847	fantasma	este es mi abuelo, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	21
9	9	0.013090934604406357	14370	él	este es mi abuelo, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	20
10	10	0.013002712279558182	16319	persona	este es mi abuelo, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	19
11	11	0.012130972929298878	35485	letras	este es mi abuelo, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	18
12	12	0.011220642365515232	73738	dios	este es mi abuelo, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	17
13	13	0.011032763868570328	43951	santo	este es mi abuelo, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	16
14	14	0.010597167536616325	79315	leyenda	este es mi abuelo, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	15
15	15	0.01018640585243702	36281	poema	este es mi abuelo, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	14
16	16	0.00964853074401617	26508	pintor	este es mi abuelo, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	13
17	17	0.008314813487231731	52077	muerto	este es mi abuelo, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	12
18	18	0.008312348276376724	14391	autor	este es mi abuelo, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	11
19	19	0.008149687200784683	46319	fiesta	este es mi abuelo, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	10
20	20	0.008120528422296047	89729	nadie	este es mi abuelo, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	9
21	21	0.006457027979195118	12439	obra	este es mi abuelo, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	8
22	22	0.006268194876611233	68538	identidad	este es mi abuelo, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	7
23	23	0.005781127605587244	93661	lema	este es mi abuelo, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	6
24	24	0.005773595534265041	16169	ellos	este es mi abuelo, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	5
25	25	0.005742643494158983	33486	sencillo	este es mi abuelo, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	4
26	26	0.005571507848799229	18611	hijo	este es mi abuelo, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	3
27	27	0.005544215906411409	15312	presente	este es mi abuelo, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	2
28	28	0.00553641514852643	45976	símbolo	este es mi abuelo, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	1
0	0	0.06543546169996262	27034	hermano	este es mi profesor, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	29
1	1	0.049354054033756256	27989	amigo	este es mi profesor, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	28
2	2	0.030815543606877327	23698	follows	este es mi profesor, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	27
3	3	0.0290280319750309	18391	poeta	este es mi profesor, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	26
4	4	0.021201979368925095	26508	pintor	este es mi profesor, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	25
5	5	0.016298694536089897	18961	rey	este es mi profesor, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	24
6	6	0.015934167429804802	35894	letra	este es mi profesor, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	23
7	7	0.015672873705625534	12439	obra	este es mi profesor, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	22
8	8	0.014891820028424263	13672	yo	este es mi profesor, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	21
9	9	0.01296190731227398	36281	poema	este es mi profesor, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	20
10	10	0.011568592861294746	24151	hombre	este es mi profesor, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	19
11	11	0.011539487168192863	16319	persona	este es mi profesor, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	18
12	12	0.011353868059813976	14370	él	este es mi profesor, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	17
13	13	0.010174542665481567	43951	santo	este es mi profesor, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	16
14	14	0.009742994792759418	14391	autor	este es mi profesor, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	15
15	15	0.007947706617414951	17124	artista	este es mi profesor, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	14
16	16	0.006974741816520691	89729	nadie	este es mi profesor, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	13
17	17	0.006549355108290911	30607	fiel	este es mi profesor, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	12
18	18	0.006517976056784391	11491	nombre	este es mi profesor, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	11
19	19	0.006086219567805529	80269	verbo	este es mi profesor, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	10
20	20	0.005571687128394842	22536	siempre	este es mi profesor, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	9
21	21	0.005486695095896721	35485	letras	este es mi profesor, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	8
22	22	0.005473650060594082	13675	tal	este es mi profesor, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	7
23	23	0.005411278456449509	16169	ellos	este es mi profesor, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	6
24	24	0.005366976372897625	16694	otro	este es mi profesor, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	5
25	25	0.005251917988061905	12655	todo	este es mi profesor, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	4
26	26	0.005243155639618635	79315	leyenda	este es mi profesor, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	3
27	27	0.005218151491135359	78420	versos	este es mi profesor, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	2
28	28	0.0047400835901498795	29193	maestro	este es mi profesor, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	1
0	0	0.057851094752550125	27034	hermano	este es mi maestro, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	29
1	1	0.04307389259338379	18391	poeta	este es mi maestro, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	28
2	2	0.03891836479306221	23698	follows	este es mi maestro, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	27
3	3	0.037143953144550323	18961	rey	este es mi maestro, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	26
4	4	0.03251117095351219	12439	obra	este es mi maestro, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	25
5	5	0.024652455002069473	26508	pintor	este es mi maestro, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	24
6	6	0.024328535422682762	27989	amigo	este es mi maestro, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	23
7	7	0.01797729730606079	16319	persona	este es mi maestro, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	22
8	8	0.01679117977619171	35894	letra	este es mi maestro, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	21
9	9	0.01495980191975832	17124	artista	este es mi maestro, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	20
10	10	0.013500851579010487	24151	hombre	este es mi maestro, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	19
11	11	0.013169560581445694	14391	autor	este es mi maestro, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	18
12	12	0.01140000019222498	35485	letras	este es mi maestro, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	17
13	13	0.01131351850926876	36281	poema	este es mi maestro, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	16
14	14	0.010633683763444424	14370	él	este es mi maestro, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	15
15	15	0.009898311458528042	43951	santo	este es mi maestro, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	14
16	16	0.009464208967983723	79315	leyenda	este es mi maestro, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	13
17	17	0.00843694619834423	89729	nadie	este es mi maestro, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	12
18	18	0.007916160859167576	87847	fantasma	este es mi maestro, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	11
19	19	0.0076834578067064285	29193	maestro	este es mi maestro, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	10
20	20	0.007515484467148781	34056	destino	este es mi maestro, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	9
21	21	0.007064316887408495	13672	yo	este es mi maestro, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	8
22	22	0.006382942199707031	15312	presente	este es mi maestro, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	7
23	23	0.005822864361107349	11491	nombre	este es mi maestro, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	6
24	24	0.00552491657435894	43386	líneas	este es mi maestro, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	5
25	25	0.005237422417849302	33486	sencillo	este es mi maestro, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	4
26	26	0.005180694162845612	78420	versos	este es mi maestro, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	3
27	27	0.005173036828637123	93661	lema	este es mi maestro, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	2
28	28	0.00491692777723074	73738	dios	este es mi maestro, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	1
0	0	0.0486329086124897	18961	rey	este es el vendedor, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	29
1	1	0.03812900185585022	27034	hermano	este es el vendedor, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	28
2	2	0.03631884977221489	24151	hombre	este es el vendedor, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	27
3	3	0.03063761629164219	27989	amigo	este es el vendedor, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	26
4	4	0.028172656893730164	101812	##esino	este es el vendedor, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	25
5	5	0.02668810822069645	14391	autor	este es el vendedor, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	24
6	6	0.021833287551999092	18391	poeta	este es el vendedor, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	23
7	7	0.020002083852887154	17124	artista	este es el vendedor, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	22
8	8	0.014450077898800373	16319	persona	este es el vendedor, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	21
9	9	0.010973990894854069	23698	follows	este es el vendedor, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	20
10	10	0.010341235436499119	14370	él	este es el vendedor, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	19
11	11	0.010047364048659801	73738	dios	este es el vendedor, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	18
12	12	0.009651602245867252	12439	obra	este es el vendedor, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	17
13	13	0.009590882807970047	52077	muerto	este es el vendedor, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	16
14	14	0.009236189536750317	26508	pintor	este es el vendedor, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	15
15	15	0.008105902001261711	91914	loco	este es el vendedor, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	14
16	16	0.007729621138423681	43951	santo	este es el vendedor, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	13
17	17	0.0064478046260774136	89729	nadie	este es el vendedor, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	12
18	18	0.006054142955690622	87847	fantasma	este es el vendedor, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	11
19	19	0.006026883609592915	15312	presente	este es el vendedor, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	10
20	20	0.00585313281044364	52853	Judas	este es el vendedor, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	9
21	21	0.0058350530453026295	45976	símbolo	este es el vendedor, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	8
22	22	0.005819672718644142	34056	destino	este es el vendedor, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	7
23	23	0.005798719823360443	11395	solo	este es el vendedor, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	6
24	24	0.005647305399179459	13675	tal	este es el vendedor, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	5
25	25	0.0053391233086586	47599	señor	este es el vendedor, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	4
26	26	0.00497141107916832	18419	sí	este es el vendedor, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	3
27	27	0.004823493771255016	12655	todo	este es el vendedor, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	2
28	28	0.00457798084244132	35894	letra	este es el vendedor, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	1
0	0	0.05253387987613678	27034	hermano	este es el doctor, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	29
1	1	0.042767006903886795	18961	rey	este es el doctor, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	28
2	2	0.03289201483130455	18391	poeta	este es el doctor, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	27
3	3	0.02873286046087742	24151	hombre	este es el doctor, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	26
4	4	0.027062026783823967	16319	persona	este es el doctor, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	25
5	5	0.02698148414492607	27989	amigo	este es el doctor, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	24
6	6	0.019296851009130478	14391	autor	este es el doctor, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	23
7	7	0.0164429172873497	43951	santo	este es el doctor, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	22
8	8	0.014968335628509521	26508	pintor	este es el doctor, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	21
9	9	0.014100554399192333	12439	obra	este es el doctor, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	20
10	10	0.013755491003394127	23698	follows	este es el doctor, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	19
11	11	0.012861819937825203	79315	leyenda	este es el doctor, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	18
12	12	0.00999183114618063	52077	muerto	este es el doctor, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	17
13	13	0.009479198604822159	17124	artista	este es el doctor, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	16
14	14	0.009238043799996376	35894	letra	este es el doctor, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	15
15	15	0.008799421600997448	36281	poema	este es el doctor, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	14
16	16	0.0086168572306633	14370	él	este es el doctor, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	13
17	17	0.007575014140456915	15312	presente	este es el doctor, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	12
18	18	0.007372114807367325	89729	nadie	este es el doctor, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	11
19	19	0.007321130018681288	35485	letras	este es el doctor, lo describiría como [MASK].	flax-community/alberti-bert-base-multilingual-cased	male	10
