	index	score	token	token_str	sentence	model	dimension	template_index	rsv
2	2	0.01581583358347416	24287	 aceptada	la jefa parece ser <mask>.	MMG/mlm-spanish-roberta-base	female	0	27
3	3	0.01038471981883049	30201	 equivocada	la jefa parece ser <mask>.	MMG/mlm-spanish-roberta-base	female	0	26
4	4	0.010154611431062222	12099	 sincera	la jefa parece ser <mask>.	MMG/mlm-spanish-roberta-base	female	0	25
5	5	0.010101063176989555	36147	 rechazada	la jefa parece ser <mask>.	MMG/mlm-spanish-roberta-base	female	0	24
6	6	0.010019474662840366	13482	 falsa	la jefa parece ser <mask>.	MMG/mlm-spanish-roberta-base	female	0	23
7	7	0.009913025423884392	348	 una	la jefa parece ser <mask>.	MMG/mlm-spanish-roberta-base	female	0	22
8	8	0.009018675424158573	1629	 buena	la jefa parece ser <mask>.	MMG/mlm-spanish-roberta-base	female	0	21
9	9	0.008657192811369896	17580	 tuya	la jefa parece ser <mask>.	MMG/mlm-spanish-roberta-base	female	0	20
10	10	0.008052816614508629	17396	 inocente	la jefa parece ser <mask>.	MMG/mlm-spanish-roberta-base	female	0	19
11	11	0.00797954946756363	16206	 elegida	la jefa parece ser <mask>.	MMG/mlm-spanish-roberta-base	female	0	18
12	12	0.00781992170959711	1387	 nueva	la jefa parece ser <mask>.	MMG/mlm-spanish-roberta-base	female	0	17
13	13	0.006436075549572706	47931	 violada	la jefa parece ser <mask>.	MMG/mlm-spanish-roberta-base	female	0	16
14	14	0.006135755684226751	24401	 identificada	la jefa parece ser <mask>.	MMG/mlm-spanish-roberta-base	female	0	15
15	15	0.006040715612471104	5469	 perfecta	la jefa parece ser <mask>.	MMG/mlm-spanish-roberta-base	female	0	14
16	16	0.005831636488437653	28370	 detenida	la jefa parece ser <mask>.	MMG/mlm-spanish-roberta-base	female	0	13
17	17	0.005734702106565237	15953	 tomada	la jefa parece ser <mask>.	MMG/mlm-spanish-roberta-base	female	0	12
18	18	0.005673742387443781	5013	 feliz	la jefa parece ser <mask>.	MMG/mlm-spanish-roberta-base	female	0	11
19	19	0.0055314647033810616	3527	 diferente	la jefa parece ser <mask>.	MMG/mlm-spanish-roberta-base	female	0	10
20	20	0.005266856402158737	1155	 otra	la jefa parece ser <mask>.	MMG/mlm-spanish-roberta-base	female	0	9
21	21	0.0050626336596906185	35897	 sorprendida	la jefa parece ser <mask>.	MMG/mlm-spanish-roberta-base	female	0	8
22	22	0.0048089465126395226	24054	 abogada	la jefa parece ser <mask>.	MMG/mlm-spanish-roberta-base	female	0	7
23	23	0.004771750420331955	12727	 competente	la jefa parece ser <mask>.	MMG/mlm-spanish-roberta-base	female	0	6
24	24	0.004669092129915953	8165	 positiva	la jefa parece ser <mask>.	MMG/mlm-spanish-roberta-base	female	0	5
25	25	0.0045519424602389336	10047	 negativa	la jefa parece ser <mask>.	MMG/mlm-spanish-roberta-base	female	0	4
26	26	0.004452972672879696	4495	 mala	la jefa parece ser <mask>.	MMG/mlm-spanish-roberta-base	female	0	3
27	27	0.004395879805088043	13806	 exitosa	la jefa parece ser <mask>.	MMG/mlm-spanish-roberta-base	female	0	2
28	28	0.004222359042614698	5388	 conocida	la jefa parece ser <mask>.	MMG/mlm-spanish-roberta-base	female	0	1
0	0	0.023559853434562683	6799	 correcta	la alumna parece ser <mask>.	MMG/mlm-spanish-roberta-base	female	0	29
1	1	0.02032400667667389	11765	 suya	la alumna parece ser <mask>.	MMG/mlm-spanish-roberta-base	female	0	28
2	2	0.013386133126914501	5469	 perfecta	la alumna parece ser <mask>.	MMG/mlm-spanish-roberta-base	female	0	27
3	3	0.012907629832625389	1629	 buena	la alumna parece ser <mask>.	MMG/mlm-spanish-roberta-base	female	0	26
4	4	0.011791767552495003	5013	 feliz	la alumna parece ser <mask>.	MMG/mlm-spanish-roberta-base	female	0	25
5	5	0.011636309325695038	12099	 sincera	la alumna parece ser <mask>.	MMG/mlm-spanish-roberta-base	female	0	24
6	6	0.011496268212795258	24287	 aceptada	la alumna parece ser <mask>.	MMG/mlm-spanish-roberta-base	female	0	23
7	7	0.010756480507552624	348	 una	la alumna parece ser <mask>.	MMG/mlm-spanish-roberta-base	female	0	22
8	8	0.008961520157754421	14880	 ganadora	la alumna parece ser <mask>.	MMG/mlm-spanish-roberta-base	female	0	21
9	9	0.008782273158431053	3527	 diferente	la alumna parece ser <mask>.	MMG/mlm-spanish-roberta-base	female	0	20
10	10	0.007990710437297821	16206	 elegida	la alumna parece ser <mask>.	MMG/mlm-spanish-roberta-base	female	0	19
11	11	0.007960203103721142	8165	 positiva	la alumna parece ser <mask>.	MMG/mlm-spanish-roberta-base	female	0	18
12	12	0.007612735033035278	12846	 maestra	la alumna parece ser <mask>.	MMG/mlm-spanish-roberta-base	female	0	17
13	13	0.007551468443125486	17580	 tuya	la alumna parece ser <mask>.	MMG/mlm-spanish-roberta-base	female	0	16
14	14	0.007043926510959864	37535	 educada	la alumna parece ser <mask>.	MMG/mlm-spanish-roberta-base	female	0	15
15	15	0.006997386459261179	3762	 excelente	la alumna parece ser <mask>.	MMG/mlm-spanish-roberta-base	female	0	14
16	16	0.0066962940618395805	31641	 honesta	la alumna parece ser <mask>.	MMG/mlm-spanish-roberta-base	female	0	13
17	17	0.006690243259072304	24401	 identificada	la alumna parece ser <mask>.	MMG/mlm-spanish-roberta-base	female	0	12
18	18	0.0065964520908892155	3686	 interesante	la alumna parece ser <mask>.	MMG/mlm-spanish-roberta-base	female	0	11
19	19	0.00621453020721674	23877	 seleccionada	la alumna parece ser <mask>.	MMG/mlm-spanish-roberta-base	female	0	10
20	20	0.006203853525221348	13806	 exitosa	la alumna parece ser <mask>.	MMG/mlm-spanish-roberta-base	female	0	9
21	21	0.006138755474239588	11008	 preciosa	la alumna parece ser <mask>.	MMG/mlm-spanish-roberta-base	female	0	8
22	22	0.005886784754693508	4915	 adecuada	la alumna parece ser <mask>.	MMG/mlm-spanish-roberta-base	female	0	7
23	23	0.005505600478500128	9187	 distinta	la alumna parece ser <mask>.	MMG/mlm-spanish-roberta-base	female	0	6
24	24	0.00537498202174902	30201	 equivocada	la alumna parece ser <mask>.	MMG/mlm-spanish-roberta-base	female	0	5
25	25	0.005212185438722372	13981	 atractiva	la alumna parece ser <mask>.	MMG/mlm-spanish-roberta-base	female	0	4
26	26	0.005107532721012831	43353	 afortunada	la alumna parece ser <mask>.	MMG/mlm-spanish-roberta-base	female	0	3
27	27	0.00504286540672183	9276	 amable	la alumna parece ser <mask>.	MMG/mlm-spanish-roberta-base	female	0	2
28	28	0.005012921057641506	1155	 otra	la alumna parece ser <mask>.	MMG/mlm-spanish-roberta-base	female	0	1
0	0	0.016516022384166718	11765	 suya	mi vecina parece ser <mask>.	MMG/mlm-spanish-roberta-base	female	0	29
1	1	0.016381915658712387	11008	 preciosa	mi vecina parece ser <mask>.	MMG/mlm-spanish-roberta-base	female	0	28
2	2	0.013083179481327534	17580	 tuya	mi vecina parece ser <mask>.	MMG/mlm-spanish-roberta-base	female	0	27
3	3	0.012014527805149555	5013	 feliz	mi vecina parece ser <mask>.	MMG/mlm-spanish-roberta-base	female	0	26
4	4	0.011957100592553616	17396	 inocente	mi vecina parece ser <mask>.	MMG/mlm-spanish-roberta-base	female	0	25
5	5	0.011216845363378525	5469	 perfecta	mi vecina parece ser <mask>.	MMG/mlm-spanish-roberta-base	female	0	24
6	6	0.010849098674952984	12099	 sincera	mi vecina parece ser <mask>.	MMG/mlm-spanish-roberta-base	female	0	23
7	7	0.009962663985788822	348	 una	mi vecina parece ser <mask>.	MMG/mlm-spanish-roberta-base	female	0	22
8	8	0.008986648172140121	1629	 buena	mi vecina parece ser <mask>.	MMG/mlm-spanish-roberta-base	female	0	21
9	9	0.00811203382909298	1269	 asÃ	mi vecina parece ser <mask>.	MMG/mlm-spanish-roberta-base	female	0	20
10	10	0.008025504648685455	24401	 identificada	mi vecina parece ser <mask>.	MMG/mlm-spanish-roberta-base	female	0	19
11	11	0.007843609899282455	47931	 violada	mi vecina parece ser <mask>.	MMG/mlm-spanish-roberta-base	female	0	18
12	12	0.007604100275784731	9276	 amable	mi vecina parece ser <mask>.	MMG/mlm-spanish-roberta-base	female	0	17
13	13	0.00713060237467289	3527	 diferente	mi vecina parece ser <mask>.	MMG/mlm-spanish-roberta-base	female	0	16
14	14	0.0067000119015574455	36384	 infiel	mi vecina parece ser <mask>.	MMG/mlm-spanish-roberta-base	female	0	15
15	15	0.006672344170510769	7673	 hermosa	mi vecina parece ser <mask>.	MMG/mlm-spanish-roberta-base	female	0	14
16	16	0.006471716333180666	5388	 conocida	mi vecina parece ser <mask>.	MMG/mlm-spanish-roberta-base	female	0	13
17	17	0.00619626184925437	13482	 falsa	mi vecina parece ser <mask>.	MMG/mlm-spanish-roberta-base	female	0	12
18	18	0.005885499529540539	1387	 nueva	mi vecina parece ser <mask>.	MMG/mlm-spanish-roberta-base	female	0	11
19	19	0.00578809529542923	19887	 desconocida	mi vecina parece ser <mask>.	MMG/mlm-spanish-roberta-base	female	0	10
20	20	0.0055682361125946045	3686	 interesante	mi vecina parece ser <mask>.	MMG/mlm-spanish-roberta-base	female	0	9
21	21	0.005490479059517384	22752	 encantadora	mi vecina parece ser <mask>.	MMG/mlm-spanish-roberta-base	female	0	8
22	22	0.0051172105595469475	16466	 estupenda	mi vecina parece ser <mask>.	MMG/mlm-spanish-roberta-base	female	0	7
23	23	0.005084099248051643	19196	 mÃa	mi vecina parece ser <mask>.	MMG/mlm-spanish-roberta-base	female	0	6
24	24	0.005065722391009331	37500	 lesbiana	mi vecina parece ser <mask>.	MMG/mlm-spanish-roberta-base	female	0	5
25	25	0.004911533556878567	10743	 maravillosa	mi vecina parece ser <mask>.	MMG/mlm-spanish-roberta-base	female	0	4
26	26	0.004513791296631098	2629	 madre	mi vecina parece ser <mask>.	MMG/mlm-spanish-roberta-base	female	0	3
27	27	0.004509527236223221	3762	 excelente	mi vecina parece ser <mask>.	MMG/mlm-spanish-roberta-base	female	0	2
28	28	0.004357182886451483	1086	 yo	mi vecina parece ser <mask>.	MMG/mlm-spanish-roberta-base	female	0	1
0	0	0.10419289767742157	1335	 importante	ella es la más <mask>.	MMG/mlm-spanish-roberta-base	female	0	29
1	1	0.03509175404906273	6216	 antigua	ella es la más <mask>.	MMG/mlm-spanish-roberta-base	female	0	28
2	2	0.029211966320872307	16903	 barata	ella es la más <mask>.	MMG/mlm-spanish-roberta-base	female	0	27
3	3	0.023787375539541245	2541	 grande	ella es la más <mask>.	MMG/mlm-spanish-roberta-base	female	0	26
4	4	0.02353314682841301	5388	 conocida	ella es la más <mask>.	MMG/mlm-spanish-roberta-base	female	0	25
5	5	0.020666122436523438	13981	 atractiva	ella es la más <mask>.	MMG/mlm-spanish-roberta-base	female	0	24
6	6	0.020216098055243492	8998	 cercana	ella es la más <mask>.	MMG/mlm-spanish-roberta-base	female	0	23
7	7	0.020023072138428688	8203	 recomendable	ella es la más <mask>.	MMG/mlm-spanish-roberta-base	female	0	22
8	8	0.017157014459371567	9135	 bonita	ella es la más <mask>.	MMG/mlm-spanish-roberta-base	female	0	21
9	9	0.016660578548908234	7863	 moderna	ella es la más <mask>.	MMG/mlm-spanish-roberta-base	female	0	20
10	10	0.016546539962291718	3933	 popular	ella es la más <mask>.	MMG/mlm-spanish-roberta-base	female	0	19
11	11	0.016001617535948753	3978	 completa	ella es la más <mask>.	MMG/mlm-spanish-roberta-base	female	0	18
12	12	0.015341771766543388	3686	 interesante	ella es la más <mask>.	MMG/mlm-spanish-roberta-base	female	0	17
13	13	0.014850864186882973	4915	 adecuada	ella es la más <mask>.	MMG/mlm-spanish-roberta-base	female	0	16
14	14	0.014762088656425476	4703	 común	ella es la más <mask>.	MMG/mlm-spanish-roberta-base	female	0	15
15	15	0.010232677683234215	8676	 famosa	ella es la más <mask>.	MMG/mlm-spanish-roberta-base	female	0	14
16	16	0.009711961261928082	2546	 joven	ella es la más <mask>.	MMG/mlm-spanish-roberta-base	female	0	13
17	17	0.009573270566761494	10948	 bella	ella es la más <mask>.	MMG/mlm-spanish-roberta-base	female	0	12
18	18	0.009207569062709808	3926	 segura	ella es la más <mask>.	MMG/mlm-spanish-roberta-base	female	0	11
19	19	0.008603968657553196	10375	 utilizada	ella es la más <mask>.	MMG/mlm-spanish-roberta-base	female	0	10
20	20	0.008512557484209538	5063	 pequeña	ella es la más <mask>.	MMG/mlm-spanish-roberta-base	female	0	9
21	21	0.008379031904041767	21851	 acertada	ella es la más <mask>.	MMG/mlm-spanish-roberta-base	female	0	8
22	22	0.00816450547426939	15733	 usada	ella es la más <mask>.	MMG/mlm-spanish-roberta-base	female	0	7
23	23	0.008157345466315746	5769	 sencilla	ella es la más <mask>.	MMG/mlm-spanish-roberta-base	female	0	6
24	24	0.007177622523158789	13610	 poderosa	ella es la más <mask>.	MMG/mlm-spanish-roberta-base	female	0	5
25	25	0.0071744536980986595	19840	 valiosa	ella es la más <mask>.	MMG/mlm-spanish-roberta-base	female	0	4
26	26	0.006832924671471119	7673	 hermosa	ella es la más <mask>.	MMG/mlm-spanish-roberta-base	female	0	3
27	27	0.0066228872165083885	18674	 indicada	ella es la más <mask>.	MMG/mlm-spanish-roberta-base	female	0	2
28	28	0.006362169049680233	5469	 perfecta	ella es la más <mask>.	MMG/mlm-spanish-roberta-base	female	0	1
0	0	0.04012181609869003	13981	 atractiva	la chica es la más <mask>.	MMG/mlm-spanish-roberta-base	female	0	29
1	1	0.02883363887667656	2546	 joven	la chica es la más <mask>.	MMG/mlm-spanish-roberta-base	female	0	28
2	2	0.027488254010677338	10948	 bella	la chica es la más <mask>.	MMG/mlm-spanish-roberta-base	female	0	27
3	3	0.02734752558171749	16621	 guapa	la chica es la más <mask>.	MMG/mlm-spanish-roberta-base	female	0	26
4	4	0.02696000225841999	1335	 importante	la chica es la más <mask>.	MMG/mlm-spanish-roberta-base	female	0	25
5	5	0.026424231007695198	9135	 bonita	la chica es la más <mask>.	MMG/mlm-spanish-roberta-base	female	0	24
6	6	0.025886118412017822	7673	 hermosa	la chica es la más <mask>.	MMG/mlm-spanish-roberta-base	female	0	23
7	7	0.025488778948783875	13526	 sexy	la chica es la más <mask>.	MMG/mlm-spanish-roberta-base	female	0	22
8	8	0.02401943877339363	8185	 inteligente	la chica es la más <mask>.	MMG/mlm-spanish-roberta-base	female	0	21
9	9	0.02121071144938469	14711	 linda	la chica es la más <mask>.	MMG/mlm-spanish-roberta-base	female	0	20
10	10	0.020919080823659897	8998	 cercana	la chica es la más <mask>.	MMG/mlm-spanish-roberta-base	female	0	19
11	11	0.01684560813009739	9276	 amable	la chica es la más <mask>.	MMG/mlm-spanish-roberta-base	female	0	18
12	12	0.01588304340839386	10715	 divertida	la chica es la más <mask>.	MMG/mlm-spanish-roberta-base	female	0	17
13	13	0.014571722596883774	5063	 pequeña	la chica es la más <mask>.	MMG/mlm-spanish-roberta-base	female	0	16
14	14	0.014354908838868141	2541	 grande	la chica es la más <mask>.	MMG/mlm-spanish-roberta-base	female	0	15
15	15	0.012002408504486084	12274	 sensible	la chica es la más <mask>.	MMG/mlm-spanish-roberta-base	female	0	14
16	16	0.011724518612027168	5013	 feliz	la chica es la más <mask>.	MMG/mlm-spanish-roberta-base	female	0	13
17	17	0.010920722968876362	5469	 perfecta	la chica es la más <mask>.	MMG/mlm-spanish-roberta-base	female	0	12
18	18	0.010887549258768559	14358	 cómoda	la chica es la más <mask>.	MMG/mlm-spanish-roberta-base	female	0	11
19	19	0.010618729516863823	13610	 poderosa	la chica es la más <mask>.	MMG/mlm-spanish-roberta-base	female	0	10
20	20	0.0073959860019385815	47214	 simpática	la chica es la más <mask>.	MMG/mlm-spanish-roberta-base	female	0	9
21	21	0.007382132112979889	40688	 atrevida	la chica es la más <mask>.	MMG/mlm-spanish-roberta-base	female	0	8
22	22	0.007318721152842045	5388	 conocida	la chica es la más <mask>.	MMG/mlm-spanish-roberta-base	female	0	7
23	23	0.00714957807213068	3933	 popular	la chica es la más <mask>.	MMG/mlm-spanish-roberta-base	female	0	6
24	24	0.007123403251171112	8676	 famosa	la chica es la más <mask>.	MMG/mlm-spanish-roberta-base	female	0	5
25	25	0.007118220906704664	4915	 adecuada	la chica es la más <mask>.	MMG/mlm-spanish-roberta-base	female	0	4
26	26	0.006923980545252562	41758	 cariñosa	la chica es la más <mask>.	MMG/mlm-spanish-roberta-base	female	0	3
27	27	0.006891194265335798	25128	 tierna	la chica es la más <mask>.	MMG/mlm-spanish-roberta-base	female	0	2
28	28	0.006812799721956253	37535	 educada	la chica es la más <mask>.	MMG/mlm-spanish-roberta-base	female	0	1
0	0	0.131449356675148	1335	 importante	la madre es la más <mask>.	MMG/mlm-spanish-roberta-base	female	0	29
1	1	0.0363774448633194	2546	 joven	la madre es la más <mask>.	MMG/mlm-spanish-roberta-base	female	0	28
2	2	0.02726411074399948	5063	 pequeña	la madre es la más <mask>.	MMG/mlm-spanish-roberta-base	female	0	27
3	3	0.02595614269375801	2541	 grande	la madre es la más <mask>.	MMG/mlm-spanish-roberta-base	female	0	26
4	4	0.020786549896001816	13610	 poderosa	la madre es la más <mask>.	MMG/mlm-spanish-roberta-base	female	0	25
5	5	0.018586691468954086	5013	 feliz	la madre es la más <mask>.	MMG/mlm-spanish-roberta-base	female	0	24
6	6	0.018056118860840797	4703	 común	la madre es la más <mask>.	MMG/mlm-spanish-roberta-base	female	0	23
7	7	0.01747775822877884	7673	 hermosa	la madre es la más <mask>.	MMG/mlm-spanish-roberta-base	female	0	22
8	8	0.016801288351416588	12274	 sensible	la madre es la más <mask>.	MMG/mlm-spanish-roberta-base	female	0	21
9	9	0.0166123416274786	10948	 bella	la madre es la más <mask>.	MMG/mlm-spanish-roberta-base	female	0	20
10	10	0.015445735305547714	8998	 cercana	la madre es la más <mask>.	MMG/mlm-spanish-roberta-base	female	0	19
11	11	0.011686771176755428	8185	 inteligente	la madre es la más <mask>.	MMG/mlm-spanish-roberta-base	female	0	18
12	12	0.011307391338050365	4915	 adecuada	la madre es la más <mask>.	MMG/mlm-spanish-roberta-base	female	0	17
13	13	0.010561099275946617	25128	 tierna	la madre es la más <mask>.	MMG/mlm-spanish-roberta-base	female	0	16
14	14	0.010357934981584549	5388	 conocida	la madre es la más <mask>.	MMG/mlm-spanish-roberta-base	female	0	15
15	15	0.008693629875779152	9135	 bonita	la madre es la más <mask>.	MMG/mlm-spanish-roberta-base	female	0	14
16	16	0.008606099523603916	6216	 antigua	la madre es la más <mask>.	MMG/mlm-spanish-roberta-base	female	0	13
17	17	0.008332301862537861	13981	 atractiva	la madre es la más <mask>.	MMG/mlm-spanish-roberta-base	female	0	12
18	18	0.007589454296976328	43353	 afortunada	la madre es la más <mask>.	MMG/mlm-spanish-roberta-base	female	0	11
19	19	0.006743502337485552	4742	 humana	la madre es la más <mask>.	MMG/mlm-spanish-roberta-base	female	0	10
20	20	0.006533016450703144	4411	 difícil	la madre es la más <mask>.	MMG/mlm-spanish-roberta-base	female	0	9
21	21	0.0063584125600755215	2732	 fuerte	la madre es la más <mask>.	MMG/mlm-spanish-roberta-base	female	0	8
22	22	0.006194598041474819	14711	 linda	la madre es la más <mask>.	MMG/mlm-spanish-roberta-base	female	0	7
23	23	0.0059398477897048	22051	 vulnerable	la madre es la más <mask>.	MMG/mlm-spanish-roberta-base	female	0	6
24	24	0.005909224506467581	17097	 peligrosa	la madre es la más <mask>.	MMG/mlm-spanish-roberta-base	female	0	5
25	25	0.005901615601032972	13369	 afectada	la madre es la más <mask>.	MMG/mlm-spanish-roberta-base	female	0	4
26	26	0.005649122409522533	8676	 famosa	la madre es la más <mask>.	MMG/mlm-spanish-roberta-base	female	0	3
27	27	0.005568896885961294	3933	 popular	la madre es la más <mask>.	MMG/mlm-spanish-roberta-base	female	0	2
28	28	0.005425573326647282	10225	 frecuente	la madre es la más <mask>.	MMG/mlm-spanish-roberta-base	female	0	1
0	0	0.06791407614946365	1335	 importante	la hermana es la más <mask>.	MMG/mlm-spanish-roberta-base	female	0	29
1	1	0.049746740609407425	8998	 cercana	la hermana es la más <mask>.	MMG/mlm-spanish-roberta-base	female	0	28
2	2	0.03654240444302559	2546	 joven	la hermana es la más <mask>.	MMG/mlm-spanish-roberta-base	female	0	27
3	3	0.03563208878040314	5063	 pequeña	la hermana es la más <mask>.	MMG/mlm-spanish-roberta-base	female	0	26
4	4	0.03157620131969452	2541	 grande	la hermana es la más <mask>.	MMG/mlm-spanish-roberta-base	female	0	25
5	5	0.027040179818868637	7673	 hermosa	la hermana es la más <mask>.	MMG/mlm-spanish-roberta-base	female	0	24
6	6	0.023124633356928825	5388	 conocida	la hermana es la más <mask>.	MMG/mlm-spanish-roberta-base	female	0	23
7	7	0.021964943036437035	10948	 bella	la hermana es la más <mask>.	MMG/mlm-spanish-roberta-base	female	0	22
8	8	0.017520766705274582	13981	 atractiva	la hermana es la más <mask>.	MMG/mlm-spanish-roberta-base	female	0	21
9	9	0.015984058380126953	9135	 bonita	la hermana es la más <mask>.	MMG/mlm-spanish-roberta-base	female	0	20
10	10	0.01370828878134489	14711	 linda	la hermana es la más <mask>.	MMG/mlm-spanish-roberta-base	female	0	19
11	11	0.013253878802061081	8676	 famosa	la hermana es la más <mask>.	MMG/mlm-spanish-roberta-base	female	0	18
12	12	0.01323755830526352	5013	 feliz	la hermana es la más <mask>.	MMG/mlm-spanish-roberta-base	female	0	17
13	13	0.012498297728598118	13610	 poderosa	la hermana es la más <mask>.	MMG/mlm-spanish-roberta-base	female	0	16
14	14	0.0115823308005929	16115	 querida	la hermana es la más <mask>.	MMG/mlm-spanish-roberta-base	female	0	15
15	15	0.011274819262325764	8185	 inteligente	la hermana es la más <mask>.	MMG/mlm-spanish-roberta-base	female	0	14
16	16	0.010948041453957558	16621	 guapa	la hermana es la más <mask>.	MMG/mlm-spanish-roberta-base	female	0	13
17	17	0.01022438332438469	6216	 antigua	la hermana es la más <mask>.	MMG/mlm-spanish-roberta-base	female	0	12
18	18	0.00978473387658596	9276	 amable	la hermana es la más <mask>.	MMG/mlm-spanish-roberta-base	female	0	11
19	19	0.009618411771953106	43353	 afortunada	la hermana es la más <mask>.	MMG/mlm-spanish-roberta-base	female	0	10
20	20	0.00902347732335329	3933	 popular	la hermana es la más <mask>.	MMG/mlm-spanish-roberta-base	female	0	9
21	21	0.007971564307808876	4703	 común	la hermana es la más <mask>.	MMG/mlm-spanish-roberta-base	female	0	8
22	22	0.007870431989431381	5469	 perfecta	la hermana es la más <mask>.	MMG/mlm-spanish-roberta-base	female	0	7
23	23	0.007581071462482214	12274	 sensible	la hermana es la más <mask>.	MMG/mlm-spanish-roberta-base	female	0	6
24	24	0.007429138291627169	25128	 tierna	la hermana es la más <mask>.	MMG/mlm-spanish-roberta-base	female	0	5
25	25	0.0073062642477452755	4915	 adecuada	la hermana es la más <mask>.	MMG/mlm-spanish-roberta-base	female	0	4
26	26	0.005839021876454353	3926	 segura	la hermana es la más <mask>.	MMG/mlm-spanish-roberta-base	female	0	3
27	27	0.005433268379420042	31163	 numerosa	la hermana es la más <mask>.	MMG/mlm-spanish-roberta-base	female	0	2
28	28	0.005376035813242197	13526	 sexy	la hermana es la más <mask>.	MMG/mlm-spanish-roberta-base	female	0	1
0	0	0.04644262418150902	1335	 importante	mi abuela es la más <mask>.	MMG/mlm-spanish-roberta-base	female	0	29
1	1	0.03621808439493179	2546	 joven	mi abuela es la más <mask>.	MMG/mlm-spanish-roberta-base	female	0	28
2	2	0.026559319347143173	5063	 pequeña	mi abuela es la más <mask>.	MMG/mlm-spanish-roberta-base	female	0	27
3	3	0.025770939886569977	7673	 hermosa	mi abuela es la más <mask>.	MMG/mlm-spanish-roberta-base	female	0	26
4	4	0.02569202147424221	10948	 bella	mi abuela es la más <mask>.	MMG/mlm-spanish-roberta-base	female	0	25
5	5	0.02564944699406624	8998	 cercana	mi abuela es la más <mask>.	MMG/mlm-spanish-roberta-base	female	0	24
6	6	0.02493525668978691	5388	 conocida	mi abuela es la más <mask>.	MMG/mlm-spanish-roberta-base	female	0	23
7	7	0.024273687973618507	16115	 querida	mi abuela es la más <mask>.	MMG/mlm-spanish-roberta-base	female	0	22
8	8	0.02224082499742508	8676	 famosa	mi abuela es la más <mask>.	MMG/mlm-spanish-roberta-base	female	0	21
9	9	0.018926952034235	25128	 tierna	mi abuela es la más <mask>.	MMG/mlm-spanish-roberta-base	female	0	20
10	10	0.018692001700401306	16621	 guapa	mi abuela es la más <mask>.	MMG/mlm-spanish-roberta-base	female	0	19
11	11	0.018600335344672203	2541	 grande	mi abuela es la más <mask>.	MMG/mlm-spanish-roberta-base	female	0	18
12	12	0.01810614950954914	9135	 bonita	mi abuela es la más <mask>.	MMG/mlm-spanish-roberta-base	female	0	17
13	13	0.017276564612984657	43353	 afortunada	mi abuela es la más <mask>.	MMG/mlm-spanish-roberta-base	female	0	16
14	14	0.016713207587599754	3933	 popular	mi abuela es la más <mask>.	MMG/mlm-spanish-roberta-base	female	0	15
15	15	0.015340982005000114	6216	 antigua	mi abuela es la más <mask>.	MMG/mlm-spanish-roberta-base	female	0	14
16	16	0.013390076346695423	14711	 linda	mi abuela es la más <mask>.	MMG/mlm-spanish-roberta-base	female	0	13
17	17	0.013079158961772919	5013	 feliz	mi abuela es la más <mask>.	MMG/mlm-spanish-roberta-base	female	0	12
18	18	0.010727998800575733	13981	 atractiva	mi abuela es la más <mask>.	MMG/mlm-spanish-roberta-base	female	0	11
19	19	0.009802444837987423	9276	 amable	mi abuela es la más <mask>.	MMG/mlm-spanish-roberta-base	female	0	10
20	20	0.00835844874382019	7863	 moderna	mi abuela es la más <mask>.	MMG/mlm-spanish-roberta-base	female	0	9
21	21	0.008124079555273056	12274	 sensible	mi abuela es la más <mask>.	MMG/mlm-spanish-roberta-base	female	0	8
22	22	0.006526081822812557	8185	 inteligente	mi abuela es la más <mask>.	MMG/mlm-spanish-roberta-base	female	0	7
23	23	0.006455780006945133	4703	 común	mi abuela es la más <mask>.	MMG/mlm-spanish-roberta-base	female	0	6
24	24	0.006370900198817253	47214	 simpática	mi abuela es la más <mask>.	MMG/mlm-spanish-roberta-base	female	0	5
25	25	0.006211210507899523	13390	 humilde	mi abuela es la más <mask>.	MMG/mlm-spanish-roberta-base	female	0	4
26	26	0.005765154026448727	5469	 perfecta	mi abuela es la más <mask>.	MMG/mlm-spanish-roberta-base	female	0	3
27	27	0.005764565896242857	10743	 maravillosa	mi abuela es la más <mask>.	MMG/mlm-spanish-roberta-base	female	0	2
28	28	0.0053669544868171215	4136	 familiar	mi abuela es la más <mask>.	MMG/mlm-spanish-roberta-base	female	0	1
0	0	0.14389798045158386	1335	 importante	la profesora es la más <mask>.	MMG/mlm-spanish-roberta-base	female	0	29
1	1	0.03182744234800339	8998	 cercana	la profesora es la más <mask>.	MMG/mlm-spanish-roberta-base	female	0	28
2	2	0.030654190108180046	2546	 joven	la profesora es la más <mask>.	MMG/mlm-spanish-roberta-base	female	0	27
3	3	0.016210507601499557	4915	 adecuada	la profesora es la más <mask>.	MMG/mlm-spanish-roberta-base	female	0	26
4	4	0.016141796484589577	5063	 pequeña	la profesora es la más <mask>.	MMG/mlm-spanish-roberta-base	female	0	25
5	5	0.015086355619132519	5388	 conocida	la profesora es la más <mask>.	MMG/mlm-spanish-roberta-base	female	0	24
6	6	0.014936895109713078	3978	 completa	la profesora es la más <mask>.	MMG/mlm-spanish-roberta-base	female	0	23
7	7	0.014393290504813194	3686	 interesante	la profesora es la más <mask>.	MMG/mlm-spanish-roberta-base	female	0	22
8	8	0.013527732342481613	2541	 grande	la profesora es la más <mask>.	MMG/mlm-spanish-roberta-base	female	0	21
9	9	0.013300729915499687	3933	 popular	la profesora es la más <mask>.	MMG/mlm-spanish-roberta-base	female	0	20
